_id,WEIGHT,TIMESTAMP,TYPE,SYNC,SYNC_QQHEALTH,TIME_ZONE,FAT_PERCENTAGE,SOURCE,IMPEDANCE,BMI,HEIGHT,BODY_FAT,MUSCLE,BODY_SHAPE_TYPE,MOISTURE,BASAL_METABOLISM,VISCERAL_FAT,BONE_MASS,SCORE,DEVICE_ID,USER_ID
1466829097000,70.4000015258789,1466829097000,0,1,,,,101,,,,,,,,,,,,,-1
1466868577000,71.69999694824219,1466868577000,0,1,,,,101,,,,,,,,,,,,,-1
1466923412000,70.4000015258789,1466923412000,0,1,,,,101,,,,,,,,,,,,,-1
1466963611000,71,1466963611000,0,1,,,,101,,,,,,,,,,,,,-1
1466996316000,70.80000305175781,1466996316000,0,1,,,,101,,,,,,,,,,,,,-1
1467043934000,71.69999694824219,1467043934000,0,1,,,,101,,,,,,,,,,,,,-1
1467083091000,70.80000305175781,1467083091000,0,1,,,,101,,,,,,,,,,,,,-1
1467170352000,70.80000305175781,1467170352000,0,1,,,,101,,,,,,,,,,,,,-1
1467221717000,71,1467221717000,0,1,,,,101,,,,,,,,,,,,,-1
1467304115000,71.5999984741211,1467304115000,0,1,,,,101,,,,,,,,,,,,,-1
1467393643000,71.19999694824219,1467393643000,0,1,,,,101,,,,,,,,,,,,,-1
1467446281000,70.19999694824219,1467446281000,0,1,,,,101,,,,,,,,,,,,,-1
1467483728000,72,1467483728000,0,1,,,,101,,,,,,,,,,,,,-1
1467532034000,70.0999984741211,1467532034000,0,1,,,,101,,,,,,,,,,,,,-1
1467566605000,71.5,1467566605000,0,1,,,,101,,,,,,,,,,,,,-1
1467601528000,70.80000305175781,1467601528000,0,1,,,,101,,,,,,,,,,,,,-1
1467654883000,71.80000305175781,1467654883000,0,1,,,,101,,,,,,,,,,,,,-1
1467689981000,71,1467689981000,0,1,,,,101,,,,,,,,,,,,,-1
1467740200000,71.69999694824219,1467740200000,0,1,,,,101,,,,,,,,,,,,,-1
1467824261000,72.0999984741211,1467824261000,0,1,,,,1,,21.700000762939453,182,,,,,,,,,,-1
1467912520000,71.4000015258789,1467912520000,0,1,,,,1,,21.5,182,,,,,,,,,,-1
1467948336000,70.5999984741211,1467948336000,0,1,,,,1,,21.299999237060547,182,,,,,,,,,,-1
1468087359000,71.69999694824219,1468087359000,0,1,,,,1,,21.600000381469727,182,,,,,,,,,,-1
1468136283000,71,1468136283000,0,1,,,,1,,21.399999618530273,182,,,,,,,,,,-1
1468174063000,72,1468174063000,0,1,,,,1,,21.700000762939453,182,,,,,,,,,,-1
1468208067000,71,1468208067000,0,1,,,,1,,21.399999618530273,182,,,,,,,,,,-1
1468381622000,70.9000015258789,1468381622000,0,1,,,,1,,21.399999618530273,182,,,,,,,,,,-1
1468428766000,71,1468428766000,0,1,,,,1,,21.399999618530273,182,,,,,,,,,,-1
1468515370000,71.4000015258789,1468515370000,0,1,,,,1,,21.5,182,,,,,,,,,,-1
1468606329000,71,1468606329000,0,1,,,,1,,21.399999618530273,182,,,,,,,,,,-1
1468784434000,72.0999984741211,1468784434000,0,1,,,,1,,21.700000762939453,182,,,,,,,,,,-1
1468788744000,72.5,1468788744000,0,1,,,,1,,21.799999237060547,182,,,,,,,,,,-1
1468864576000,72.5999984741211,1468864576000,0,1,,,,1,,21.899999618530273,182,,,,,,,,,,-1
1468950772000,71.19999694824219,1468950772000,0,1,,,,1,,21.399999618530273,182,,,,,,,,,,-1
1469068495000,70.5999984741211,1469068495000,0,1,,,,1,,21.299999237060547,182,,,,,,,,,,-1
1469121856000,71.5999984741211,1469121856000,0,1,,,,1,,21.600000381469727,182,,,,,,,,,,-1
1469383107000,73,1469383107000,0,1,,,,1,,22,182,,,,,,,,,,-1
1469468281000,72.69999694824219,1469468281000,0,1,,,,1,,21.899999618530273,182,,,,,,,,,,-1
1469639628000,72.5,1469639628000,0,1,,,,1,,21.799999237060547,182,,,,,,,,,,-1
1469677025000,71.30000305175781,1469677025000,0,1,,,,1,,21.5,182,,,,,,,,,,-1
1469992021000,71.80000305175781,1469992021000,0,1,,,,1,,21.600000381469727,182,,,,,,,,,,-1
1470154433000,72,1470154433000,0,1,,,,1,,21.700000762939453,182,,,,,,,,,,-1
1470240194000,72.19999694824219,1470240194000,0,1,,,,1,,21.700000762939453,182,,,,,,,,,,-1
1470280744000,71.69999694824219,1470280744000,0,1,,,,1,,21.600000381469727,182,,,,,,,,,,-1
1470325012000,72.69999694824219,1470325012000,0,1,,,,1,,21.899999618530273,182,,,,,,,,,,-1
1470416460000,72.0999984741211,1470416460000,0,1,,,,1,,21.700000762939453,182,,,,,,,,,,-1
1470464094000,71.19999694824219,1470464094000,0,1,,,,1,,21.399999618530273,182,,,,,,,,,,-1
1470511538000,73.30000305175781,1470511538000,0,1,,,,1,,22.100000381469727,182,,,,,,,,,,-1
1470555062000,71.80000305175781,1470555062000,0,1,,,,1,,21.600000381469727,182,,,,,,,,,,-1
1470599350000,72.30000305175781,1470599350000,0,1,,,,1,,21.799999237060547,182,,,,,,,,,,-1
1470681242000,71.0999984741211,1470681242000,0,1,,,,1,,21.399999618530273,182,,,,,,,,,,-1
1470711417000,71.19999694824219,1470711417000,0,1,,,,1,,21.399999618530273,182,,,,,,,,,,-1
1470851388000,73,1470851388000,0,1,,,,1,,22,182,,,,,,,,,,-1
1470886622000,72.19999694824219,1470886622000,0,1,,,,1,,21.700000762939453,182,,,,,,,,,,-1
1470937487000,72.4000015258789,1470937487000,0,1,,,,1,,21.799999237060547,182,,,,,,,,,,-1
1470976186000,71.69999694824219,1470976186000,0,1,,,,1,,21.600000381469727,182,,,,,,,,,,-1
1471024166000,72.0999984741211,1471024166000,0,1,,,,1,,21.700000762939453,182,,,,,,,,,,-1
1471118995000,71.69999694824219,1471118995000,0,1,,,,1,,21.600000381469727,182,,,,,,,,,,-1
1471200425000,72.5,1471200425000,0,1,,,,1,,21.799999237060547,182,,,,,,,,,,-1
1471231706000,72.0999984741211,1471231706000,0,1,,,,1,,21.700000762939453,182,,,,,,,,,,-1
1471287486000,71.69999694824219,1471287486000,0,1,,,,1,,21.600000381469727,182,,,,,,,,,,-1
1471405264000,71.69999694824219,1471405264000,0,1,,,,1,,21.600000381469727,182,,,,,,,,,,-1
1471543764000,72.0999984741211,1471543764000,0,1,,,,1,,21.700000762939453,182,,,,,,,,,,-1
1471575931000,71.30000305175781,1471575931000,0,1,,,,1,,21.5,182,,,,,,,,,,-1
1471642750000,72.5,1471642750000,0,1,,,,1,,21.799999237060547,182,,,,,,,,,,-1
1471680332000,71.4000015258789,1471680332000,0,1,,,,1,,21.5,182,,,,,,,,,,-1
1471728973000,72.4000015258789,1471728973000,0,1,,,,1,,21.799999237060547,182,,,,,,,,,,-1
1471766377000,71.80000305175781,1471766377000,0,1,,,,1,,21.600000381469727,182,,,,,,,,,,-1
1471804812000,72.80000305175781,1471804812000,0,1,,,,1,,21.899999618530273,182,,,,,,,,,,-1
1471836747000,72,1471836747000,0,1,,,,1,,21.700000762939453,182,,,,,,,,,,-1
1471887600000,72.5,1471887600000,0,1,,,,1,,21.799999237060547,182,,,,,,,,,,-1
1471923491000,71.80000305175781,1471923491000,0,1,,,,1,,21.600000381469727,182,,,,,,,,,,-1
1471976658000,71.9000015258789,1471976658000,0,1,,,,1,,21.700000762939453,182,,,,,,,,,,-1
1472009357000,71.30000305175781,1472009357000,0,1,,,,1,,21.5,182,,,,,,,,,,-1
1472236109000,71.69999694824219,1472236109000,0,1,,,,1,,21.600000381469727,182,,,,,,,,,,-1
1472259506000,71.5,1472259506000,0,1,,,,1,,21.5,182,,,,,,,,,,-1
1472496953000,72.80000305175781,1472496953000,0,1,,,,1,,21.899999618530273,182,,,,,,,,,,-1
1472527847000,71.9000015258789,1472527847000,0,1,,,,1,,21.700000762939453,182,,,,,,,,,,-1
1472537696000,71.5999984741211,1472537696000,0,1,,,,1,,21.600000381469727,182,,,,,,,,,,-1
1472583001000,72.80000305175781,1472583001000,0,1,,,,1,,21.899999618530273,182,,,,,,,,,,-1
1472612787000,72.0999984741211,1472612787000,0,1,,,,1,,21.700000762939453,182,,,,,,,,,,-1
